350.000 0.000
380.786 0.001
386.863 0.046
391.868 0.170
396.515 0.316
400.089 0.426
402.592 0.476
406.166 0.532
408.311 0.562
410.456 0.571
413.315 0.593
415.818 0.630
419.035 0.700
421.180 0.771
423.324 0.839
425.112 0.901
427.256 0.948
430.831 0.987
432.976 0.998
435.478 0.984
438.695 0.936
441.197 0.900
444.057 0.845
448.347 0.758
452.636 0.667
456.211 0.602
460.143 0.537
466.220 0.445
471.939 0.371
480.161 0.293
489.455 0.235
501.609 0.181
514.835 0.139
530.206 0.099
545.576 0.070
562.735 0.046
579.535 0.030
595.264 0.021
612.064 0.013
627.078 0.008
647.096 0.006
660.000 0.000
