250.00 0.0000
277.93 0.0119
279.52 0.0218
281.11 0.0313
282.70 0.0392
284.29 0.0497
285.88 0.0596
287.48 0.0686
290.66 0.0815
293.84 0.0924
297.02 0.1004
300.20 0.1068
303.38 0.1113
308.15 0.1173
314.51 0.1232
324.06 0.1302
332.01 0.1362
341.55 0.1421
354.27 0.1426
367.00 0.1486
378.13 0.1590
384.49 0.1665
389.26 0.1739
395.63 0.1789
411.53 0.1883
425.84 0.1948
443.34 0.1988
462.43 0.2003
473.56 0.2003
491.05 0.1968
500.60 0.1938
513.32 0.1874
524.45 0.1814
532.41 0.1764
546.72 0.1680
564.21 0.1565
576.94 0.1481
591.25 0.1381
603.98 0.1307
618.29 0.1227
635.79 0.1098
648.51 0.1019
667.59 0.0914
683.50 0.0820
710.54 0.0710
739.17 0.0601
756.66 0.0541
775.75 0.0477
802.78 0.0387
825.05 0.0328
847.32 0.0268
867.99 0.0218
895.03 0.0174
1000.0 0.0000
