250.00   0.00
279.49   0.00
282.05   0.03
292.31   0.07
297.44   0.09
302.56   0.13
308.97   0.17
315.38   0.20
323.08   0.23
329.49   0.25
339.74   0.28
350.00   0.29
361.54   0.31
380.77   0.30
393.59   0.29
406.41   0.28
424.36   0.26
437.18   0.24
451.28   0.22
466.67   0.20
479.49   0.18
489.74   0.17
498.72   0.16
508.97   0.13
517.95   0.11
526.92   0.09
539.74   0.07
553.85   0.05
570.51   0.03
584.62   0.02
605.13   0.01
626.92   0.00
1000.0   0.00
