0	0
1E-9	0.00159
2E-9	0.02353
3E-9	0.07796
4E-9	0.15999
5E-9	0.26004
6E-9	0.3696
7E-9	0.48194
8E-9	0.5917
9E-9	0.69445
1E-8	0.78644
1.1E-8	0.86455
1.2E-8	0.92676
1.3E-8	0.97001
1.4E-8	0.99479
1.5E-8	1
1.6E-8	0.98776
1.7E-8	0.95875
1.8E-8	0.91341
1.9E-8	0.85565
2E-8	0.78605
2.1E-8	0.70681
2.2E-8	0.62141
2.3E-8	0.52983
2.4E-8	0.43325
2.5E-8	0.33527
2.6E-8	0.23645
2.7E-8	0.13822
2.8E-8	0.04196
2.9E-8	-0.05114
3E-8	-0.13971
3.1E-8	-0.22338
3.2E-8	-0.30036
3.3E-8	-0.37061
3.4E-8	-0.433
3.5E-8	-0.48664
3.6E-8	-0.53192
3.7E-8	-0.56852
3.8E-8	-0.59622
3.9E-8	-0.61536
4E-8	-0.6262
4.1E-8	-0.62873
4.2E-8	-0.62397
4.3E-8	-0.61294
4.4E-8	-0.59439
4.5E-8	-0.57182
4.6E-8	-0.54549
4.7E-8	-0.51541
4.8E-8	-0.48113
4.9E-8	-0.4436
5E-8	-0.40527
5.1E-8	-0.36682
5.2E-8	-0.32822
5.3E-8	-0.28949
5.4E-8	-0.25065
5.5E-8	-0.21353
5.6E-8	-0.17844
5.7E-8	-0.14562
5.8E-8	-0.11497
5.9E-8	-0.08647
6E-8	-0.06113
6.1E-8	-0.03865
6.2E-8	-0.01922
6.3E-8	-0.00279
6.4E-8	0.01065
6.5E-8	0.0211
6.6E-8	0.02883
6.7E-8	0.03392
6.8E-8	0.03646
6.9E-8	0.03691
7E-8	0.03515
7.1E-8	0.03171
7.2E-8	0.02665
7.3E-8	0.02025
7.4E-8	0.01285
7.5E-8	0.00454
7.6E-8	-0.00437
7.7E-8	-0.0136
7.8E-8	-0.02298
7.9E-8	-0.03248
8E-8	-0.04176
8.1E-8	-0.05053
8.2E-8	-0.05875
8.3E-8	-0.0665
8.4E-8	-0.07363
8.5E-8	-0.07993
8.6E-8	-0.08534
8.7E-8	-0.08987
8.8E-8	-0.09352
8.9E-8	-0.09623
9E-8	-0.09806
9.1E-8	-0.09901
9.2E-8	-0.09896
9.3E-8	-0.09826
9.4E-8	-0.09696
9.5E-8	-0.09505
9.6E-8	-0.09254
9.7E-8	-0.08943
9.8E-8	-0.08571
9.9E-8	-0.08157
1E-7	-0.07724
1.01E-7	-0.07283
1.02E-7	-0.06833
1.03E-7	-0.06375
1.04E-7	-0.05909
1.05E-7	-0.05434
1.06E-7	-0.0497
1.07E-7	-0.04527
1.08E-7	-0.0411
1.09E-7	-0.0372
1.1E-7	-0.03363
1.11E-7	-0.0303
1.12E-7	-0.02723
1.13E-7	-0.02441
1.14E-7	-0.02187
1.15E-7	-0.01978
1.16E-7	-0.01798
1.17E-7	-0.01646
1.18E-7	-0.01523
